Posicao,EMPRESA,SETOR,VENDAS LÍQUIDAS VALOR(EM R$ MILHÕES),VENDAS LÍQUIDAS VALOR(EM US$ MILHÕES),VENDAS LÍQUIDAS CRESCIMENTO(EM %),LUCRO LÍQUIDO AJUSTADO(EM US$ MILHÕES),LUCRO LÍQUIDO LEGAL(EM US$ MILHÕES),PATRIMÔNIO LÍQUIDO AJUSTADO(EM US$ MILHÕES),PATRIMÔNIO LÍQUIDO LEGAL(EM US$ MILHÕES),RENTABILIDADE AJUSTADA(EM %),RENTABILIDADE LEGAL(EM %),RENTABILIDADE SOBRE VENDAS(EM %),CAPITAL CIRCUL. LÍQUIDO(EM US$ MILHÕES),LIQUIDEZ GERAL(EM NO. ÍNDICE),ENDIVIDAMENTO GERAL(EM %),ENDIVIDAMENTO LONGO PRAZO(EM %),RIQUEZA CRIADA(EM US$ MILHÕES),NO. DE EMPREG.,RIQUEZA CRIADA POR EMPREG.(EM US$ MIL),SALÁRIOS E ENCARGOS(EM US$ MILHÕES),TRIBUTOS(EM US$ MILHÕES),EBITDA(EM US$ MILHÕES),EXPORTAÇÃO VALOR(EM US$ MILHÕES),EXPORTAÇÃO % DAS VENDAS,CONTROLE ACIONÁRIO,Ano
283,Biosev Bioenergia,Energia,2875.4,713.4,-28.5,-176.3,-179.6,-4.6,-12.2,NA,NA,-24.7,274.6,0.6,100.3,76.4,NA,NA,NA,NA,NA,108.1,NA,NA,Francês,2019
490,Eletrobras Distribuição Alagoas,Energia,1379.1,342.1,-18.4,-85.2,-88.9,-157.7,-158.6,NA,NA,-24.9,8.3,0.8,131.2,103,188.7,1117,171.4,31.6,205.4,46.6,NA,NA,Estatal,2016
385,Eletrobras Distribuição Alagoas,Energia,1915.5,475.2,38.9,-121.1,-124.2,-282.9,-283,NA,NA,-25.5,-79.3,0.7,144.7,90.8,179.7,1183,156.3,32.3,199.1,-72.2,NA,NA,Estatal,2017
467,Hospital N.S. Conceição,Serviços de Saúde,1568.4,389.1,1.5,-99.4,-114.8,-828.2,-829.8,NA,NA,-25.5,-695.3,0.1,721.1,177.9,307.1,NA,NA,NA,0.2,-27,NA,NA,Estatal,2017
465,Energisa Rondonia,Energia,1704,422.8,-16.4,-110.7,-128,-426,-434.5,NA,NA,-26.2,86.9,0.5,142.7,122.2,153.9,923,165.5,47,182.6,-63,NA,NA,Brasileiro,2019
219,CEEE,Energia,3534.6,876.9,5.2,-236.2,-256,-596.4,-608.8,NA,NA,-26.9,-484.5,0.4,154.3,78.7,696.5,2291,297,100.8,676.6,-91.5,NA,NA,Estatal,2018
401,Liq,Serviços,1855.9,460.4,NA,-124.8,-126.3,-111.6,-113.5,NA,NA,-27.1,47.8,0.6,125,99.3,419.1,NA,NA,NA,124.5,-35.3,NA,NA,Português,2017
228,CEEE,Energia,3463.6,859.3,-2,-237.9,-268.6,-901.2,-915.5,NA,NA,-27.7,-784.2,0.3,185.7,80.8,644.4,2238,284.6,126.6,666.8,-104.3,NA,NA,Estatal,2019
368,Brenco,Energia,1964.4,487.4,45.4,-144.6,-221.9,-331.5,-398.8,NA,NA,-29.7,-460.9,0.2,124,78.2,NA,NA,NA,NA,NA,144,NA,NA,Brasileiro,2016
379,FMC Química,Química e Petroquímica,1890.6,469.1,-36.2,-149.7,-148.8,-42.9,-45.3,NA,NA,-31.9,95.3,0.9,104.3,28.9,NA,431,NA,24.5,NA,-12.1,3,0.6,Americano,2016
241,Eletrobras Amazonas,Energia,3248.8,806,-33.3,-259.9,-365.3,-1239.7,-1281.9,NA,NA,-32.3,-719,0.7,129.9,89.7,159,1736,82.7,NA,261.2,-215.1,NA,NA,Estatal,2015
396,M&G Polímeros,Química e Petroquímica,1881.1,466.7,-1.4,-152.7,-152.6,-17,-19.6,NA,NA,-32.7,-105.4,0.4,107.6,23.7,NA,NA,NA,NA,NA,-128.5,NA,NA,Tailandês,2017
54,Gol,Transporte,11447.3,2840,-13.3,-942.3,-1026.3,-789.8,-882,NA,NA,-33.2,-1147.1,0.3,133.4,71.2,818.6,16378,49.2,472.3,351.5,-36.5,340.6,12,Brasileiro,2015
454,Eletrobrás Distribuição Piauí,Energia,1536.4,381.2,-4.3,-131.7,-140.1,-337.3,-337.7,NA,NA,-34.5,-87.8,0.6,164.9,109,199.8,1939,124.2,55.4,211.8,-68.2,NA,NA,Estatal,2016
349,Nextel,Telecomunicações,2342.7,581.2,-0.9,-234.9,-290.2,-2238.6,-2238.7,NA,NA,-40.4,-29.6,0.4,234,218.1,NA,NA,NA,NA,NA,-7.5,NA,NA,Americano,2019
453,Eletrobrás Distribuição Piauí,Energia,1605.8,398.4,-7.9,-161.7,-165.4,-205,-206,NA,NA,-40.6,-221.8,0.7,144.7,58.2,190,1279,156.7,51.8,253.8,-112.6,NA,NA,Estatal,2015
282,Biosev,Energia,2826.6,701.3,-17.9,-325.5,-338.6,-486.9,-497.1,NA,NA,-46.4,194,0.3,132.3,115.4,100.1,NA,NA,NA,-20.6,131.4,NA,NA,Francês,2018
382,Ceron Energisa,Energia,2038,505.6,41.2,-265,-274,-326.8,-327.1,NA,NA,-52.4,148,0.5,135.6,116.7,99.1,937,119.8,66.9,208.8,-137.4,NA,NA,Brasileiro,2018
420,Eletrobras Rondônia,Energia,1689.8,419.2,38.3,-224.6,-230.9,-357.1,-358.2,NA,NA,-53.6,-380.7,0.8,123.6,86.5,82.8,694,117.6,37.9,203.7,-151.5,NA,NA,Estatal,2016
185,Eletrobras Amazonas,Energia,3898.2,967.1,28.5,-642.7,-698.3,-3197.5,-3204.8,NA,NA,-66.5,-1571.7,0.4,208.8,132.3,250,1707,145.8,NA,259.9,-54.2,NA,NA,Estatal,2017
80,Samarco,Mineração,8034.6,1993.4,-21,-1482.1,-1714.6,-151.5,-485.7,NA,NA,-74.4,133.9,0.2,101.8,92.5,-2332.1,NA,NA,NA,-579.5,-2287.7,1935.5,97.1,Brasilo-austral.,2015
406,InterCement,Indústria da Construção,1838,456,-20,-436.7,-445.7,-52.5,-70.9,NA,NA,-95.8,-270.1,0.3,105.1,55.1,-38.9,2310,-16.3,63.8,269.5,-249.1,NA,NA,Brasileiro,2017
238,Infraero,Infraestrutura,3285.1,815,-16.7,-891,-895.9,-858.9,-867.8,NA,NA,-109.3,-446,0.2,193.5,123.4,294.8,12211,23.8,469,32.1,-309.6,NA,NA,Estatal,2015
125,Oi,Telecomunicações,5375.1,1333.5,-15.2,-1633,-1708.9,-3666.4,-3706.7,NA,NA,-122.5,-2896.2,0.4,134.3,72.3,1443.4,14514,101.3,NA,777.9,1051.6,NA,NA,Pulverizado,2017
256,Eletronuclear,Energia,2898.9,719.2,22.9,-1032.8,-1126.5,-1147.7,-1247.1,NA,NA,-143.6,-135.8,0.2,151.1,132.3,-375.4,1963,-191.9,149.8,138.7,-940.2,NA,NA,Estatal,2016
243,Eletrobras Amazonas,Energia,3038.5,753.8,-6.5,-1306.2,-1373.1,-2561.6,-2580.1,NA,NA,-173.3,-1172,0.5,183.2,127,-356,1723,-205.9,NA,262.7,-741.4,NA,NA,Estatal,2016
168,Nextel,Telecomunicações,4309.2,1069.1,-19.1,-2301.6,-2427.6,-2183,-2322.6,NA,NA,-215.3,-50.6,0.2,239.1,208.4,NA,NA,NA,NA,NA,-1223.9,NA,NA,Americano,2015
326,Eletronuclear,Energia,2358.2,585.1,-9.3,-1364.7,-1503.5,144.2,-103.3,NA,NA,-233.3,-89.2,0.2,95.3,83.5,-1136.7,1949,-539.7,166.7,120.4,-1357.7,NA,NA,Estatal,2015
308,Citrosuco,Produção Agropecuária,2512.7,623.4,NA,NA,NA,NA,260.4,NA,NA,NA,-150.4,0.6,80.9,32.9,NA,NA,NA,NA,NA,NA,NA,NA,Brasileiro,2017
392,Postal Saúde,Serviços de Saúde,2090.6,518.7,6.9,0.1,NA,1.9,1.7,4.7,NA,0,26.1,1,99,17.2,15.5,480,31.5,11.3,2.2,-2.5,NA,NA,Brasileiro,2019
224,Concessionária Rio Barra,Transporte,3457.8,857.9,10.6,0.3,NA,8.2,7.3,NA,NA,0,-24.5,1,99.6,98.6,NA,NA,NA,NA,NA,NA,NA,NA,Brasileiro,2015
51,Copersucar-Cooperativa,Produção Agropecuária,11749.6,2915,-9.5,-0.6,NA,23.9,23.8,-2.5,NA,0,-58.2,1,98.3,62,NA,NA,NA,NA,NA,992.6,NA,NA,Brasileiro,2019
38,Copersucar-Cooperativa,Produção Agropecuária,13483.5,3345.2,-1.4,-0.7,NA,24.1,23.8,-3.1,NA,0,-62,1,98.7,51.4,NA,NA,NA,NA,NA,870.1,NA,NA,Brasileiro,2016
46,Copersucar-Cooperativa,Produção Agropecuária,12980.9,3220.5,-9.4,-0.3,NA,25,24.9,-1.2,NA,0,-72,1,98.4,56.4,NA,NA,NA,NA,NA,889.9,NA,NA,Brasileiro,2018
41,Copersucar-Cooperativa,Produção Agropecuária,13676.1,3393,-8.7,-0.7,NA,18,17.7,-3.9,NA,0,-75.8,1,99.2,41.5,NA,0,NA,NA,NA,770.1,NA,NA,Brasileiro,2015
34,Copersucar-Cooperativa,Produção Agropecuária,14324.3,3553.8,6.2,-0.6,NA,22.6,22.5,-2.5,NA,0,-102.2,1,98.6,59,NA,NA,NA,NA,NA,895.2,NA,NA,Brasileiro,2017
106,Blueway,Atacado,6083.4,1509.3,NA,NA,31.4,NA,22.7,NA,136.6,NA,13.8,1.2,83.7,0,NA,NA,NA,NA,NA,86.1,NA,NA,Bras-Anglo-Holand,2017
181,Geap,Serviços de Saúde,3978.1,986.9,2.6,65.6,65.3,54.3,54.2,120.7,120.4,6.6,-104.4,1.1,88,12.6,21.8,NA,NA,NA,7.9,-35.3,NA,NA,Brasileiro,2017
69,Brasil China Dist. de Motos e Peças,Atacado,8783.9,2179.3,47.4,11.5,11.5,11,11,NA,104.7,0.5,-1.1,1,96.8,4,NA,NA,NA,NA,NA,NA,NA,NA,Brasileiro,2017
443,Focus,Energia,1654.1,410.4,NA,6.3,6.3,5.8,5.8,88.5,88.7,1.5,8.6,1.1,88.8,5.6,12.4,8,2248.6,0.1,4.5,10.4,NA,NA,Brasileiro,2017
478,ArcelorMittal Contagem,Siderurgia e Metalurgia,1589.2,394.3,20.1,31.7,31.2,35.2,34.6,87.2,87.3,8,8.8,1.1,81.8,9.1,NA,320,NA,7,NA,17.7,NA,NA,Anglo-Indiano,2018
268,Greenergy Brasil,Atacado,2842.7,705.3,109,14.5,14.6,16.9,16.9,86.2,86.5,2.1,1.6,1.8,57.1,0.1,304.2,12,NA,3.5,282.4,23.5,NA,NA,Inglês,2017
487,Lightcom,Energia,1485.4,368.5,37.2,30,30.1,24,24,85.1,85.4,8.1,23,1.5,67.2,0,NA,14,NA,0.5,NA,44.7,NA,NA,Brasileiro,2017
335,Focus,Energia,2385.5,591.8,NA,23.5,23.7,23.2,23.2,80.3,80.8,4,14.2,1,82.8,17.9,38.1,12,3805.9,0.3,12.7,39,NA,NA,Brasileiro,2018
221,CPFL Brasil,Energia,3554.4,881.8,-3.9,26.7,27.1,21.6,21.5,75.3,76.6,3,-82.7,0.7,93.8,26,62.3,106,616.6,4.3,39,23.3,NA,NA,Chinês,2019
318,Atlas Schindler,Bens de Capital,2294.4,569.2,-5.7,83.2,80.4,107.7,103.1,75.8,76.5,14.6,-4.5,1,66.6,13.7,380.2,5390,70.2,154.5,136.3,136.7,1,0.2,Suíço,2016
442,Livelo,Diversos,1754.3,435.2,63.9,34.6,34.8,43.6,43.5,75.4,76,8,28.4,1.1,92.8,0.4,NA,NA,NA,NA,NA,32.6,NA,NA,Brasileiro,2018
449,Hospital Santa Marcelina,Serviços de Saúde,1547.7,384,10.5,21,19.3,29,26.9,72.4,71.9,5.5,-12.1,0.8,78.7,22.5,262.2,NA,NA,NA,0.1,20.6,NA,NA,Brasileiro,2016
84,Tag,Transporte,7637.6,1894.8,-0.6,2216.1,1981.8,2733.7,2448.1,72,71,117,-1.9,0.3,53.5,42.3,1969.1,0,NA,0,1014.8,1922.6,NA,NA,Estatal,2016
313,Atlas Schindler,Bens de Capital,2432.1,603.4,-4.6,103.7,98.2,48.3,40.8,70.6,70.5,17.2,-59.5,0.8,85.7,14.4,381.6,5442,71.1,133.5,129,148.1,1.3,0.2,Suíço,2015
390,Columbia Trading,Atacado,2102.2,521.6,1.9,21.7,22,31.5,31.5,68.8,69.6,4.2,15.5,1.3,75.4,1.4,59.6,65,1037.1,2.8,15.1,24.2,12.2,2.3,Suíço,2019
268,Multiplus,Diversos,2803.7,695.6,14.2,138.8,140.9,79.1,76.6,67.4,69.3,20,40.6,1.1,85.1,0.2,189.9,246,820.4,14.5,97.1,156.5,NA,NA,Brasileiro,2015
437,Capitale Energia,Energia,1701.7,422.2,129.8,20.5,20.8,29,29,NA,68.7,4.9,28.1,1.5,65.8,0,NA,25,NA,3.4,NA,NA,NA,NA,Brasileiro,2017
85,Petronac,Atacado,7255,1799.9,43.5,35.8,36,52.1,52,66.6,67.2,2,59.1,1.4,66.3,37.9,NA,NA,NA,NA,NA,58.1,NA,NA,Brasileiro,2017
306,CPFL Brasil,Energia,2370,588,6.4,28.4,28.8,30.3,30.1,65.6,66.8,4.8,23.8,0.6,88.2,47.9,75.9,88,872.9,4.8,41.2,44.2,NA,NA,Brasileiro,2016
426,TBG,Transporte,1679.8,416.7,-7.9,255.1,234.1,210.1,182.1,67.3,66.7,61.2,-58.3,0.4,77.1,38.5,440.5,297,1495.8,37.2,232.4,341.1,NA,NA,Brasileiro,2016
304,Multiplus,Diversos,2537.8,629.6,1.4,138.1,138.9,64.9,64.4,66,66.5,21.9,40.2,1.1,86,0.9,200.2,275,743,6,85.2,164.7,NA,NA,Brasileiro,2017
293,Multiplus,Diversos,2502.9,621,-10.7,140.4,142,72.2,70.8,64.9,66.1,22.6,42.7,1.1,85.1,0.2,199,264,780.5,20.3,92.7,162.3,NA,NA,Brasileiro,2016
430,Eletron Energy,Energia,1802.1,447.1,35.9,10.8,11,16.5,16.5,64.5,65.3,2.4,12.3,1.1,93.6,40.9,NA,41,NA,NA,NA,NA,NA,NA,Brasileiro,2018
340,Comerc Energia,Energia,2369.2,587.8,25.3,29.6,30,41.4,41.3,63.6,64.4,5,26.3,1.2,82.3,29.1,29.2,305,109.5,8.8,26.9,45.9,NA,NA,Brasileiro,2018
257,Nova Energia,Energia,2924.8,725.6,216.1,17.1,17.3,16.3,16.3,63,63.7,2.4,18.4,1.1,88.5,4.5,25.6,19,1250.1,1.6,10.9,23.9,NA,NA,Brasileiro,2017
378,AutoBan,Infraestrutura,2150.1,533.4,-2.1,200.5,189.9,138.2,123.9,62.3,61.7,37.6,-110.6,0.6,84.7,53.2,459.3,1222,372.1,15.8,152.1,386.6,NA,NA,Brasileiro,2019
385,Mataboi,Produção Agropecuária,2118.7,525.6,3.2,59.2,59.8,98.6,98,60,61.1,11.3,77.8,1.5,56.9,26.6,NA,NA,NA,NA,NA,52.4,NA,NA,Brasileiro,2019
462,TBG,Transporte,1717.4,426.1,4.3,193.8,184.8,153.4,140.4,60.4,60,45.5,46.6,0.4,75.7,54.6,426.8,295,1429.8,31.3,189.2,330.5,NA,NA,Estatal,2019
76,CBMM,Siderurgia e Metalurgia,8812.8,2186.4,12,736.6,736.2,441.8,427.2,59.3,60,33.7,-14.1,0.8,83.8,21.1,1786.1,2109,884.2,87.9,559.1,1295,2104.9,96.3,Brasileiro,2019
335,AutoBan,Infraestrutura,2342.1,581.1,3.8,200.6,191.4,142.5,130.2,60,59.4,34.5,-136,0.5,87.2,62.3,482.6,1267,377.8,20,142.2,403.4,NA,NA,Brasileiro,2017
174,Geap,Serviços de Saúde,4314.5,1070.4,8.5,75.4,76.6,129,128.8,58.5,59.4,7,74.7,1.4,73,8.9,100.4,1670,60.7,NA,1.1,46.5,NA,NA,Brasileiro,2018
369,Unimed do Estado de SP,Serviços de Saúde,2060.7,511.3,13.8,28.8,29,49.5,48.9,58.3,59.4,5.6,47.4,1.3,71.3,11.2,NA,719,NA,NA,NA,26.6,NA,NA,Brasileiro,2015
194,Fertilizantes Tocantins,Química e Petroquímica,4053.3,1005.6,49.6,33.3,31.6,55.5,53.1,60,59.4,3.3,-76,0.9,90.8,0.6,125.9,711,203,23.4,25.7,73.3,NA,NA,Suíço,2019
86,CBMM,Siderurgia e Metalurgia,7867.6,1951.9,49.6,722.2,723.4,523,511.6,58.6,59.2,37,164.9,0.9,78.9,20.6,1555.2,1931,822.4,89.6,498.3,1213.6,1883.2,96.5,Brasileiro,2018
101,Anglo American Minério,Mineração,6894.7,1710.5,NA,1578.8,1453.9,2602.2,2467.5,60.7,58.9,92.3,-807.5,0.3,61.6,42.2,NA,NA,NA,NA,NA,1538.2,NA,NA,Inglês,2019
357,AutoBan,Infraestrutura,2196.2,544.9,-6.2,188.5,177.9,136.8,122.8,59.4,58.6,34.6,-197.2,0.5,85.9,53.8,452.8,1247,360.2,20.8,143.3,376.2,NA,NA,Brasileiro,2018
464,Queiroz Galvão Óleo e Gás,Energia,1572.8,390.2,21.7,45.1,45.4,79.7,77.7,NA,58.4,11.6,51.7,1.4,57.6,12.9,NA,NA,NA,NA,NA,72.1,NA,NA,Brasileiro,2015
220,Nova Energia,Energia,3519.8,873.2,20.3,21.6,22,21.3,21.3,57.3,58.3,2.5,22.3,1.1,92.3,6,26.7,23,1272.8,1.7,13.2,17.6,NA,NA,Brasileiro,2018
109,Blueway,Atacado,6537.1,1621.8,7.5,28.2,28.6,31.3,31.3,56.1,56.9,1.7,27.1,1.2,87,0,NA,NA,NA,NA,NA,51.9,NA,NA,Bras-Anglo-Holand,2018
428,Frigol,Bens de Consumo,1896.9,470.6,13,9.6,9,15.1,14.2,57.5,56.5,2,-10.9,0.6,90,37.9,69.5,2768,26.3,28.1,18.8,29.8,169.2,36,Brasileiro,2019
171,Tdata,Telecomunicações,4189,1039.3,51,342,347.1,430,429.4,55.2,56,32.9,NA,NA,53.7,2,NA,1215,NA,64.7,NA,447.4,NA,NA,Espanhol,2017
262,Rodoil,Atacado,2772.1,687.7,68.7,7.8,7.3,11,10.3,56.4,56,1.1,5.9,0.8,83.3,29.6,NA,NA,NA,NA,NA,19.4,NA,NA,Brasileiro,2016
435,Copel Energia,Energia,1851.2,459.3,30.2,33,33.6,60.3,60.3,54.7,55.6,7.2,15.3,1.5,64.8,40.4,NA,38,NA,NA,NA,50.3,NA,NA,Estatal,2019
345,CPFL Brasil,Energia,2227.1,552.5,-24.2,23.1,24.1,15.6,15.2,52.9,55.6,4.2,66.6,1.1,92.7,38.1,68.1,86,782.2,4.7,37.8,37.6,NA,NA,Brasileiro,2015
206,CPFL Brasil,Energia,3699.1,917.7,-0.9,23.2,23.7,18.9,18.8,53.7,55,2.5,-17.8,0.7,94.6,51.7,61.4,96,611.3,4.5,37.3,24.9,NA,NA,Chinês,2018
469,Elclor,Química e Petroquímica,1615.7,400.8,12.9,47.2,44.7,81.4,78,55.3,54.6,11.8,54.2,0.7,74.7,48.5,189.7,365,498.7,15.7,85.6,72.3,12,3,Brasileiro,2018
459,TBG,Transporte,1646.5,408.5,12.5,160.7,151.6,145.9,133.3,55.1,54.3,39.3,0.8,0.3,78,51.7,405,302,1354.4,33.4,164.9,310.5,NA,NA,Estatal,2018
68,Comgás,Energia,9726.1,2413,34.1,358.8,339.2,163,128.9,54.4,54.3,14.9,-3.9,0.5,92.4,60,798.3,1280,698.7,59.5,360.1,623.2,NA,NA,Brasileiro,2019
433,Sapore,Serviços,1719.3,426.5,1.5,9.4,9.2,12.9,12.4,53.5,54,2.2,-14.2,0.9,89.5,13.4,237.6,14293,16.6,124.4,151.6,28.1,NA,NA,Brasileiro,2017
119,Havan,Varejo,5864,1454.8,40.3,136.3,135.7,136.5,133.2,53.3,53.8,9.4,51.1,0.9,87,19.8,923.6,16013,69.2,153,50.7,241,NA,NA,Brasileiro,2018
361,Matrix Energy Trading,Energia,2126.5,527.6,134.5,10.9,11.1,15.4,15.4,52.4,53.3,2.1,14.6,1.3,78.2,0,20.3,30,1014.9,1.5,8.2,16.3,NA,NA,Brasilo-suíço,2017
262,BSBios,Energia,3014.3,747.8,40.4,29.9,28.9,56,54.3,53.4,53.2,4,47.2,0.9,74.9,36.3,77.7,383,211.1,7.7,11.7,64.8,50.4,6.7,Brasileiro,2018
178,EDP Comercializadora,Energia,4238.5,1051.5,8.6,30.3,30.9,42.1,42,52,53.2,2.9,37.8,1.5,67.8,3.8,78.3,25,2846.4,2.1,47.3,44.4,NA,NA,Português,2018
43,CSN,Siderurgia e Metalurgia,13573.7,3367.6,18.9,1328.8,1313.1,2314.1,2252.2,52.2,52.9,39.5,-652.8,0.4,79.1,53,1771.6,13949,127.7,371,110,1408.5,540.9,16.1,Brasileiro,2018
191,Comexport Trading,Atacado,4010.9,995.1,30.4,65.2,66.7,116,115.9,51.5,52.7,6.6,99.6,1.5,66.9,1.4,326.2,232,1339.8,8.6,239.7,71.9,0.8,0.1,Brasileiro,2018
404,Smiles,Serviços,1761.9,437.1,16.5,146.2,151.5,175.9,175.6,50.6,52.5,33.4,97.2,1.5,67,11.9,206.6,105,2066.3,7.2,108.5,169.2,NA,NA,Brasileiro,2016
433,Sapore,Serviços,1789.4,443.9,4.1,13.5,13.2,19.4,18.7,52.1,52.1,3,-3.8,0.9,85.7,15.3,244.5,15132,16.6,128.1,91.9,32.2,NA,NA,Brasileiro,2018
354,Livelo,Serviços,2295.9,569.6,30.9,45.8,46.9,46.3,46.2,50.4,51.7,8,19.3,1.1,94.1,0.7,NA,247,NA,15.3,NA,39.4,NA,NA,Brasileiro,2019
184,EDP Comercializadora,Energia,3903.5,968.4,85.4,27.7,28.2,28.4,28.4,50.8,51.7,2.9,24.9,1.3,78.8,0.1,75.1,30,2384.8,2.5,46.1,40.5,NA,NA,Português,2017
338,Prevent Senior,Serviços de Saúde,2161.9,536.4,18.2,52.6,51.7,80.3,77.3,50.9,51.6,9.8,14.9,1,61.1,9.7,232.6,7440,35.5,107.8,64.2,78,NA,NA,Brasileiro,2016
164,Rodoil,Atacado,4334.8,1075.5,56.4,10.8,10.6,16.8,16.4,51.4,51.5,1,14.2,0.9,79.7,32.9,NA,159,NA,4.6,NA,23.1,NA,NA,Brasileiro,2017
333,Sertrading,Atacado,2465.8,611.7,53.5,18.8,19.4,33.4,33.4,49.8,51.2,3.1,3.1,1.1,85,2.9,148.5,174,841.6,5.5,138.4,29.7,NA,NA,Brasileiro,2019
382,Petrovia,Transporte,1858.6,461.1,62.3,20.2,21,41.4,41.3,48.6,50.7,4.4,38.8,2,49.3,0.5,32.7,100,328.3,0.4,-1.4,26.7,NA,NA,Brasileiro,2016
488,Frigol,Bens de Consumo,1483.7,368.1,6.1,4.1,3.6,7.7,7.1,53,50.6,1.1,4.9,0.8,92.5,34.1,51.1,2598,22.2,28,10.5,17.2,79.7,21.6,Brasileiro,2017
485,Vonpar Refrescos,Bens de Consumo,1493.8,370.6,-36.2,45.6,45.9,75.5,73.1,48.9,50.5,12.3,38.6,1,68.2,21.5,NA,NA,NA,NA,NA,76.1,NA,NA,Brasileiro,2017
259,Prevent Senior,Serviços de Saúde,3037.9,753.7,18.9,89.4,89.3,154.1,151.8,49.6,50.2,11.9,54.9,1.3,49.5,7.6,373.8,8771,41.3,149.5,114.2,136,NA,NA,Brasileiro,2018
318,AutoBan,Infraestrutura,2414,598.9,-11.8,207.1,170.9,258.3,207.9,52.6,49.8,34.6,-190.1,0.5,77.5,54.8,486.4,1289,373.3,19.9,136.9,391.3,NA,NA,Brasileiro,2015
209,Atem's Distribuidora,Atacado,3600.4,893.2,62.2,29.4,29,57.6,56.7,48.8,49,3.3,10.9,1,72.2,8.1,NA,NA,NA,NA,NA,50.9,NA,NA,Brasileiro,2017
126,CBMM,Siderurgia e Metalurgia,5197.8,1289.5,-14.9,475.2,476.5,595.4,576.4,47.9,48.9,36.9,283.9,1,67.4,23.3,944.8,1879,481.1,110.5,319.2,701.2,1236.4,95.9,Brasileiro,2016
70,Cteep,Energia,8633,2141.8,NA,1302.2,1363.3,2797.1,2796.5,45.4,47.6,60.8,216,2.6,30.7,26.9,2295.6,1481,1556.4,63,950.1,1922.7,NA,NA,Colombiano,2016
196,CPFL Brasil,Energia,3731.6,925.8,57.5,24.9,25.4,25.9,25.8,46.5,47.5,2.7,126.1,0.7,93,59.1,84.2,105,872.5,5,45.1,44.6,NA,NA,Chinês,2017
119,CBMM,Siderurgia e Metalurgia,6109.6,1515.8,7.6,429,436.4,520.6,490,44.9,47.2,28.3,263.4,0.9,75.2,23.9,1008.2,2049,503.3,111.9,324.7,834.7,1460.6,96.4,Brasileiro,2015
483,Smiles,Serviços,1511.7,375.1,38.6,100.5,108.7,143.7,143.3,43.5,47.1,26.8,144.7,1.4,70.7,13.4,156.3,95,1680.4,6.7,80.6,123,NA,NA,Brasileiro,2015
407,TBG,Transporte,1824.7,452.7,30,114.1,78.4,178.4,128.1,NA,46.8,25.2,56.4,0.3,81.1,64,454.6,292,1527.9,38,128.6,369.3,NA,NA,Brasileiro,2015
95,Telemar,Telecomunicações,7228.6,1793.4,-14.5,2099.3,2062.5,4501.9,4417.8,46.6,46.7,117.1,44.6,0.5,49.4,37,NA,NA,NA,NA,NA,-406.6,NA,NA,Pulverizado,2018
221,Sonda,Varejo,3488.4,865.5,-3.2,35.9,31.4,71.2,63.9,48,46.6,4.1,-28.4,0.8,69.7,9.8,148.3,9175,16.6,97.2,40.8,19,NA,NA,Brasileiro,2015
204,Boticário / Cálamo,Atacado,3677.9,912.5,-9.3,134.1,142.6,230.9,227.4,43.2,46.5,14.7,-190.9,0.4,71.3,26.8,NA,1012,NA,NA,NA,177.7,NA,NA,Brasileiro,2015
117,Whirlpool,Eletroeletrônico,6146.6,1524.9,12.1,429.7,440.3,753.9,748.9,45,46.4,28.2,334.2,1.2,60.7,13.1,506.2,11372,40.2,233.3,214.9,151.5,51.2,3.4,Americano,2019
357,Atlas Schindler,Bens de Capital,2151.6,533.8,-6.2,83.7,83.5,149.4,147.1,46,46.4,15.7,33.7,1.2,55.2,13.6,365,5465,67.2,149.5,127.6,133.1,11.3,2.1,Suíço,2017
418,Sapore,Serviços,1693.1,420.1,12.8,9.2,8.9,15.8,14.9,45.7,46.3,2.2,-10.5,0.9,87.3,11.2,229.4,14401,16.6,124.5,80.3,30.8,NA,NA,Brasileiro,2016
172,NTS,Transporte,4504.3,1117.5,5.1,590.2,550.2,717.1,655.2,47.1,46.2,52.8,234.3,0.2,72.3,64.6,1107.6,87,15069.9,NA,472.1,973.6,NA,NA,Canadense,2019
446,Fundação Butantan,Serviços,1638.2,406.4,13,178.6,180.4,393,390.6,45.4,46.2,43.9,307.5,2.3,34,7,NA,NA,NA,NA,NA,162.1,NA,NA,Brasileiro,2017
171,Seara Agro-Pecuários,Atacado,4273.8,1060.3,13.2,44.6,44.6,101.6,97.2,43.9,45.9,4.2,205.4,0.9,88.4,40.2,286.5,695,423.9,10.5,41,137,678.7,64,Brasileiro,2015
326,AutoBan,Infraestrutura,2255.9,559.7,-6.5,179.8,161.2,163.5,134.7,46.6,45.2,32.1,-130.8,0.5,85.7,64.3,460.3,1288,357.2,18.7,129.4,380.7,NA,NA,Brasileiro,2016
495,TBG,Transporte,1463.5,363.1,-12.9,153,145.5,148.9,137.5,45.6,44.9,42.1,-96.1,0.2,77.9,45.1,358.2,296,1208.2,33.7,157.1,283.5,NA,NA,Brasileiro,2017
351,Larco Distribuidora de Combustível,Atacado,2218.9,550.5,16.4,2.2,2,4.5,4.3,46.6,44.8,0.4,11.9,0.8,88.2,56.7,10.3,207,52.2,4,2.2,7.6,NA,NA,Brasileiro,2017
